,Código da IES,Nome da IES,Categoria Administrativa,Código da Área,Área de Avaliação,Código do Município,Município do Curso,Nº de Concluintes Inscritos,Nº de Concluintes Participantes,Conceito Enade (Contínuo),CPC (Contínuo),CPC (Faixa),Ano
181,13,UNIVERSIDADE DE CAXIAS DO SUL,PRIVADA,29,TURISMO,430502404408,CANELA,19.0,20.0,2.2365882396698,2.0418038368225098,3,2009
182,13,UNIVERSIDADE DE CAXIAS DO SUL,PRIVADA,67,SECRETARIADO EXECUTIVO,430201605108,CAXIAS DO SUL,6.0,48.0,1.705362319946289,1.9778529405593872,3,2009
183,13,UNIVERSIDADE DE CAXIAS DO SUL,PRIVADA,83,TECNOLOGIA EM DESIGN DE MODA,430201605108,CAXIAS DO SUL,57.0,37.0,4.501505374908447,3.581676721572876,4,2009
184,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,1,ADMINISTRAÇÃO,430502618705,SAO LEOPOLDO,523.0,496.0,3.1990725994110107,3.277463674545288,4,2009
185,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,2,DIREITO,430502618705,SAO LEOPOLDO,389.0,425.0,2.5589489936828613,2.787064790725708,3,2009
186,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502618705,SAO LEOPOLDO,21.0,38.0,4.551598072052002,2.9124789237976074,3,2009
187,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502618705,SAO LEOPOLDO,15.0,12.0,3.19291353225708,3.4260497093200684,4,2009
188,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502618705,SAO LEOPOLDO,112.0,113.0,3.662503719329834,3.2615890502929688,4,2009
189,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502618705,SAO LEOPOLDO,138.0,129.0,4.232494354248047,3.684553861618042,4,2009
190,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502618705,SAO LEOPOLDO,30.0,64.0,3.407252550125122,3.3097360134124756,4,2009
191,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,13,CIÊNCIAS ECONÔMICAS,430502618705,SAO LEOPOLDO,51.0,32.0,3.50787353515625,3.3555519580841064,4,2009
192,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,18,PSICOLOGIA,430502618705,SAO LEOPOLDO,155.0,134.0,3.1182987689971924,3.2126293182373047,4,2009
193,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430502618705,SAO LEOPOLDO,95.0,122.0,2.4416775703430176,2.914816379547119,3,2009
194,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,26,DESIGN,430502618705,SAO LEOPOLDO,17.0,17.0,4.436809539794922,3.527752637863159,4,2009
197,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,430502618705,SAO LEOPOLDO,106.0,10.0,4.951789855957031,4.094597339630127,5,2009
199,14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,PRIVADA,88,TECNOLOGIA EM GASTRONOMIA,430502618705,SAO LEOPOLDO,45.0,28.0,3.5865204334259033,3.393629312515259,4,2009
200,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,1,ADMINISTRAÇÃO,330601503906,PETROPOLIS,74.0,22.0,2.6686737537384033,2.3720450401306152,3,2009
201,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,2,DIREITO,330601503906,PETROPOLIS,164.0,86.0,2.637320041656494,2.4305472373962402,3,2009
202,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,13,CIÊNCIAS ECONÔMICAS,330601503906,PETROPOLIS,34.0,11.0,3.3478198051452637,1.870144009590149,2,2009
203,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,18,PSICOLOGIA,330601503906,PETROPOLIS,84.0,29.0,2.5357651710510254,2.4939846992492676,3,2009
204,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,22,CIÊNCIAS CONTÁBEIS,330601503906,PETROPOLIS,24.0,16.0,3.149404525756836,2.4929275512695312,3,2009
206,15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,PRIVADA,84,TECNOLOGIA EM MARKETING,330601503906,PETROPOLIS,17.0,14.0,3.216510534286499,2.348069429397583,3,2009
208,16,UNIVERSIDADE GAMA FILHO,PRIVADA,1,ADMINISTRAÇÃO,330601804557,RIO DE JANEIRO,304.0,143.0,2.2641043663024902,2.6878225803375244,3,2009
209,16,UNIVERSIDADE GAMA FILHO,PRIVADA,2,DIREITO,330601804557,RIO DE JANEIRO,182.0,263.0,1.8447952270507812,2.607051372528076,3,2009
210,16,UNIVERSIDADE GAMA FILHO,PRIVADA,8,COMUNICAÇÃO SOCIAL,330601804557,RIO DE JANEIRO,70.0,33.0,3.2289719581604004,2.864534854888916,3,2009
213,16,UNIVERSIDADE GAMA FILHO,PRIVADA,18,PSICOLOGIA,330601804557,RIO DE JANEIRO,83.0,44.0,1.8714410066604614,2.116335391998291,3,2009
214,16,UNIVERSIDADE GAMA FILHO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,330601804557,RIO DE JANEIRO,119.0,39.0,2.955404758453369,3.01676607131958,4,2009
215,16,UNIVERSIDADE GAMA FILHO,PRIVADA,26,DESIGN,330601804557,RIO DE JANEIRO,51.0,36.0,2.3022336959838867,2.205883741378784,3,2009
218,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,1,ADMINISTRAÇÃO,310501870206,UBERLANDIA,110.0,170.0,4.948139190673828,4.099761962890625,5,2009
219,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,2,DIREITO,310501870206,UBERLANDIA,170.0,181.0,3.651804208755493,2.963999032974243,4,2009
221,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,13,CIÊNCIAS ECONÔMICAS,310501870206,UBERLANDIA,76.0,95.0,3.3372607231140137,2.9822003841400146,4,2009
222,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,18,PSICOLOGIA,310501870206,UBERLANDIA,78.0,168.0,3.335254669189453,3.332796096801758,4,2009
224,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,22,CIÊNCIAS CONTÁBEIS,310501870206,UBERLANDIA,108.0,109.0,4.30203104019165,3.5429813861846924,4,2009
225,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,26,DESIGN,310501870206,UBERLANDIA,28.0,35.0,3.1751654148101807,2.771101951599121,3,2009
226,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,39,TEATRO,310501870206,UBERLANDIA,28.0,3.0,2.5880227088928223,2.5436460971832275,3,2009
227,17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,PÚBLICA,43,MÚSICA,310501870206,UBERLANDIA,25.0,29.0,2.2481799125671387,2.6814117431640625,3,2009
229,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,1,ADMINISTRAÇÃO,430703314407,PELOTAS,181.0,85.0,2.719862461090088,2.627535820007324,3,2009
230,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,2,DIREITO,430703314407,PELOTAS,141.0,118.0,2.219204902648926,2.723317861557007,3,2009
231,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430703314407,PELOTAS,42.0,45.0,2.6329920291900635,2.4168052673339844,3,2009
232,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,430703314407,PELOTAS,20.0,22.0,2.3890042304992676,2.399834394454956,3,2009
234,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,13,CIÊNCIAS ECONÔMICAS,430703314407,PELOTAS,13.0,20.0,2.243177890777588,2.3793203830718994,3,2009
235,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,18,PSICOLOGIA,430703314407,PELOTAS,85.0,82.0,2.4010977745056152,2.619340658187866,3,2009
236,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430703314407,PELOTAS,16.0,33.0,2.5347723960876465,2.730419874191284,3,2009
237,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,83,TECNOLOGIA EM DESIGN DE MODA,430703314407,PELOTAS,38.0,21.0,4.235296249389648,3.2463698387145996,4,2009
238,18,UNIVERSIDADE CATÓLICA DE PELOTAS,PRIVADA,89,TECNOLOGIA EM GESTÃO DE TURISMO,430703314407,PELOTAS,21.0,15.0,3.3215136528015137,3.3309333324432373,4,2009
239,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,1,ADMINISTRAÇÃO,350703209502,CAMPINAS,529.0,575.0,2.248594045639038,2.5459868907928467,3,2009
240,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,2,DIREITO,350703209502,CAMPINAS,305.0,309.0,3.483419895172119,3.075861930847168,4,2009
241,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,350703209502,CAMPINAS,129.0,115.0,2.558218479156494,2.6184298992156982,3,2009
242,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,350703209502,CAMPINAS,194.0,118.0,3.011470079421997,2.733328342437744,3,2009
243,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,350703209502,CAMPINAS,69.0,121.0,2.358042001724243,2.613878011703491,3,2009
244,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,13,CIÊNCIAS ECONÔMICAS,350703209502,CAMPINAS,158.0,227.0,2.1149203777313232,2.266947031021118,3,2009
245,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,18,PSICOLOGIA,350703209502,CAMPINAS,122.0,131.0,2.82405161857605,2.9714581966400146,4,2009
246,19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PRIVADA,22,CIÊNCIAS CONTÁBEIS,350703209502,CAMPINAS,55.0,119.0,2.797211170196533,2.8423616886138916,3,2009
249,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430100904705,CARAZINHO,89.0,25.0,2.1914570331573486,2.4475815296173096,3,2009
250,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430100913706,PALMEIRA DAS MISSOES,37.0,4.0,2.106034517288208,2.5662927627563477,3,2009
251,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430100920107,SARANDI,79.0,6.0,1.8198647499084473,1.6002933979034424,2,2009
252,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430101004903,CASCA,77.0,37.0,2.0749146938323975,2.3774328231811523,3,2009
253,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430101014100,PASSO FUNDO,184.0,116.0,2.2380666732788086,2.4892630577087402,3,2009
254,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430101320800,SOLEDADE,51.0,16.0,1.5220201015472412,1.986920714378357,3,2009
255,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,1,ADMINISTRAÇÃO,430201511304,LAGOA VERMELHA,16.0,9.0,1.4493498802185059,2.2283201217651367,3,2009
256,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430100904705,CARAZINHO,63.0,45.0,2.507519245147705,2.5755248069763184,3,2009
257,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430100913706,PALMEIRA DAS MISSOES,24.0,32.0,1.5734481811523438,1.5853712558746338,2,2009
259,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430101004903,CASCA,60.0,37.0,3.0323567390441895,2.8316895961761475,3,2009
260,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430101014100,PASSO FUNDO,167.0,152.0,3.301098585128784,3.000145673751831,4,2009
261,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430101320800,SOLEDADE,43.0,16.0,2.4156908988952637,2.2946937084198,3,2009
262,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,2,DIREITO,430201511304,LAGOA VERMELHA,26.0,13.0,2.186466932296753,2.043813467025757,3,2009
263,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,8,COMUNICAÇÃO SOCIAL,430101014100,PASSO FUNDO,36.0,47.0,3.8388445377349854,3.1377646923065186,4,2009
264,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,8,COMUNICAÇÃO SOCIAL,430101014100,PASSO FUNDO,40.0,23.0,3.4309675693511963,2.747684955596924,3,2009
265,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,13,CIÊNCIAS ECONÔMICAS,430101014100,PASSO FUNDO,36.0,30.0,2.246429204940796,2.5693581104278564,3,2009
266,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,18,PSICOLOGIA,430100904705,CARAZINHO,12.0,4.0,2.3152055740356445,2.3380136489868164,3,2009
267,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,18,PSICOLOGIA,430101014100,PASSO FUNDO,84.0,43.0,3.3111186027526855,3.1208293437957764,4,2009
268,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430100904705,CARAZINHO,82.0,22.0,2.9823358058929443,2.6635119915008545,3,2009
270,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430101004903,CASCA,53.0,22.0,2.0204946994781494,2.1399245262145996,3,2009
271,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430101014100,PASSO FUNDO,75.0,31.0,3.2170372009277344,2.8984835147857666,3,2009
272,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430101320800,SOLEDADE,23.0,13.0,3.1065890789031982,2.870556592941284,3,2009
273,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430201511304,LAGOA VERMELHA,25.0,16.0,1.9727246761322021,2.0886783599853516,3,2009
274,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,43,MÚSICA,430101014100,PASSO FUNDO,27.0,21.0,2.595550775527954,2.414505958557129,3,2009
275,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,67,SECRETARIADO EXECUTIVO,430101014100,PASSO FUNDO,46.0,52.0,1.9483449459075928,2.228721857070923,3,2009
276,20,UNIVERSIDADE DE PASSO FUNDO,PRIVADA,67,SECRETARIADO EXECUTIVO,430101320800,SOLEDADE,5.0,13.0,1.607720971107483,1.8525038957595825,2,2009
279,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,1,ADMINISTRAÇÃO,430502614902,PORTO ALEGRE,484.0,429.0,3.235605001449585,3.4490065574645996,4,2009
280,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,1,ADMINISTRAÇÃO,430602922400,URUGUAIANA,32.0,61.0,2.3039751052856445,2.213033676147461,3,2009
281,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,2,DIREITO,430502614902,PORTO ALEGRE,853.0,765.0,2.711632490158081,3.330470085144043,4,2009
282,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,2,DIREITO,430602922400,URUGUAIANA,53.0,73.0,1.4889696836471558,1.8404704332351685,2,2009
283,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502614902,PORTO ALEGRE,96.0,104.0,4.151607036590576,3.5452992916107178,4,2009
284,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502614902,PORTO ALEGRE,94.0,130.0,3.941800832748413,3.69272780418396,4,2009
285,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502614902,PORTO ALEGRE,76.0,98.0,3.3234777450561523,3.2943544387817383,4,2009
286,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,13,CIÊNCIAS ECONÔMICAS,430502614902,PORTO ALEGRE,66.0,44.0,2.971900701522827,3.3972856998443604,4,2009
287,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,18,PSICOLOGIA,430502614902,PORTO ALEGRE,188.0,263.0,3.537301540374756,3.7162201404571533,4,2009
288,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430502614902,PORTO ALEGRE,66.0,49.0,2.9473304748535156,3.3064475059509277,4,2009
290,21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PRIVADA,29,TURISMO,430502614902,PORTO ALEGRE,19.0,23.0,3.6061978340148926,3.741558074951172,4,2009
293,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,1,ADMINISTRAÇÃO,351505705708,BARUERI,127.0,102.0,2.431044578552246,2.5753889083862305,3,2009
294,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,1,ADMINISTRAÇÃO,351506150308,SAO PAULO,598.0,660.0,3.5886282920837402,3.2317943572998047,4,2009
296,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,2,DIREITO,351506150308,SAO PAULO,1004.0,780.0,2.199956178665161,2.6101622581481934,3,2009
297,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,8,COMUNICAÇÃO SOCIAL,351506150308,SAO PAULO,119.0,218.0,3.1469016075134277,2.657912254333496,3,2009
298,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,8,COMUNICAÇÃO SOCIAL,351506150308,SAO PAULO,345.0,415.0,2.671172857284546,2.6467652320861816,3,2009
299,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,13,CIÊNCIAS ECONÔMICAS,351506150308,SAO PAULO,168.0,144.0,2.763132095336914,2.734679698944092,3,2009
300,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,18,PSICOLOGIA,351506150308,SAO PAULO,174.0,535.0,2.8363425731658936,3.0049314498901367,4,2009
301,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,22,CIÊNCIAS CONTÁBEIS,351506150308,SAO PAULO,111.0,80.0,2.977508544921875,3.1175551414489746,4,2009
302,22,UNIVERSIDADE PRESBITERIANA MACKENZIE,PRIVADA,26,DESIGN,351506150308,SAO PAULO,112.0,201.0,3.0577075481414795,2.571969985961914,3,2009
303,23,UNIVERSIDADE FEEVALE,PRIVADA,1,ADMINISTRAÇÃO,430502613409,NOVO HAMBURGO,520.0,279.0,2.5728437900543213,2.8575797080993652,3,2009
304,23,UNIVERSIDADE FEEVALE,PRIVADA,2,DIREITO,430502613409,NOVO HAMBURGO,324.0,167.0,2.232085704803467,2.727029323577881,3,2009
305,23,UNIVERSIDADE FEEVALE,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502613409,NOVO HAMBURGO,47.0,18.0,3.337924003601074,3.5476269721984863,4,2009
306,23,UNIVERSIDADE FEEVALE,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502613409,NOVO HAMBURGO,94.0,14.0,2.876404285430908,3.193601131439209,4,2009
307,23,UNIVERSIDADE FEEVALE,PRIVADA,8,COMUNICAÇÃO SOCIAL,430502613409,NOVO HAMBURGO,34.0,18.0,2.868804454803467,3.37922739982605,4,2009
308,23,UNIVERSIDADE FEEVALE,PRIVADA,18,PSICOLOGIA,430502613409,NOVO HAMBURGO,89.0,29.0,2.351830244064331,2.4441075325012207,3,2009
309,23,UNIVERSIDADE FEEVALE,PRIVADA,22,CIÊNCIAS CONTÁBEIS,430502613409,NOVO HAMBURGO,154.0,80.0,2.4772558212280273,2.839020013809204,3,2009
310,23,UNIVERSIDADE FEEVALE,PRIVADA,26,DESIGN,430502613409,NOVO HAMBURGO,103.0,58.0,3.6544277667999268,3.0975003242492676,4,2009
311,23,UNIVERSIDADE FEEVALE,PRIVADA,29,TURISMO,430502613409,NOVO HAMBURGO,16.0,20.0,3.2756357192993164,3.505364418029785,4,2009
312,23,UNIVERSIDADE FEEVALE,PRIVADA,83,TECNOLOGIA EM DESIGN DE MODA,430502613409,NOVO HAMBURGO,145.0,38.0,3.8355677127838135,3.2820708751678467,4,2009
315,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,PÚBLICA,1,ADMINISTRAÇÃO,290703113606,ILHEUS,61.0,40.0,3.038693428039551,2.61320161819458,3,2009
316,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,PÚBLICA,2,DIREITO,290703113606,ILHEUS,95.0,82.0,2.775182008743286,2.2720348834991455,3,2009
319,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,PÚBLICA,13,CIÊNCIAS ECONÔMICAS,290703113606,ILHEUS,100.0,57.0,2.329803705215454,2.227029800415039,3,2009
320,24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,PÚBLICA,22,CIÊNCIAS CONTÁBEIS,290703113606,ILHEUS,22.0,5.0,4.188222885131836,3.4150490760803223,4,2009
321,26,ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS,PÚBLICA,82,ESTATÍSTICA,330601804557,RIO DE JANEIRO,57.0,22.0,1.9454913139343262,2.623201847076416,3,2009
322,27,UNIVERSIDADE VALE DO RIO VERDE,PRIVADA,1,ADMINISTRAÇÃO,310703006705,BETIM,19.0,22.0,2.14164400100708,1.9769866466522217,3,2009
325,27,UNIVERSIDADE VALE DO RIO VERDE,PRIVADA,1,ADMINISTRAÇÃO,311005069307,TRES CORACOES,36.0,13.0,1.2562134265899658,1.322622537612915,2,2009
327,27,UNIVERSIDADE VALE DO RIO VERDE,PRIVADA,2,DIREITO,311005069307,TRES CORACOES,52.0,7.0,1.9821138381958008,1.6315983533859253,2,2009
332,27,UNIVERSIDADE VALE DO RIO VERDE,PRIVADA,43,MÚSICA,311005069307,TRES CORACOES,79.0,13.0,2.146221160888672,1.847886085510254,2,2009
334,29,UNIVERSIDADE ESTADUAL DO CEARÁ,PÚBLICA,1,ADMINISTRAÇÃO,230301604400,FORTALEZA,165.0,188.0,4.091690540313721,2.818326473236084,3,2009
336,29,UNIVERSIDADE ESTADUAL DO CEARÁ,PÚBLICA,22,CIÊNCIAS CONTÁBEIS,230301604400,FORTALEZA,56.0,33.0,3.2036471366882324,2.3631277084350586,3,2009
337,29,UNIVERSIDADE ESTADUAL DO CEARÁ,PÚBLICA,43,MÚSICA,230301604400,FORTALEZA,22.0,8.0,2.473862648010254,2.3696837425231934,3,2009
338,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,1,ADMINISTRAÇÃO,310703006200,BELO HORIZONTE,35.0,39.0,1.5459439754486084,1.649643898010254,2,2009
339,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,1,ADMINISTRAÇÃO,311004901607,ALFENAS,97.0,86.0,2.0193045139312744,2.1751270294189453,3,2009
340,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,1,ADMINISTRAÇÃO,311005151800,POCOS DE CALDAS,14.0,28.0,2.35776948928833,1.8642719984054565,2,2009
341,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,2,DIREITO,310703006200,BELO HORIZONTE,41.0,47.0,1.75602126121521,1.6532702445983887,2,2009
342,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,2,DIREITO,310904511200,CAMPO BELO,47.0,16.0,2.9719367027282715,2.2630746364593506,3,2009
343,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,2,DIREITO,311004901607,ALFENAS,106.0,50.0,2.8075242042541504,2.31298828125,3,2009
345,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,18,PSICOLOGIA,311004901607,ALFENAS,21.0,24.0,2.686042547225952,2.7862532138824463,3,2009
346,30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,PRIVADA,18,PSICOLOGIA,311005070701,VARGINHA,39.0,41.0,3.2997331619262695,2.50498104095459,3,2009
347,32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,PÚBLICA,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,270301104302,MACEIO,22.0,20.0,0.5889453887939453,0.5502277612686157,1,2009
348,34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,PÚBLICA,67,SECRETARIADO EXECUTIVO,351506150308,SAO PAULO,86.0,74.0,2.8029773235321045,2.0787723064422607,3,2009
350,38,UNIVERSIDADE DO ESTADO DO PARÁ,PÚBLICA,26,DESIGN,150300701402,BELEM,30.0,37.0,3.352682113647461,2.2432358264923096,3,2009
351,38,UNIVERSIDADE DO ESTADO DO PARÁ,PÚBLICA,43,MÚSICA,150100206807,SANTAREM,13.0,10.0,1.742182970046997,1.9621213674545288,3,2009
352,38,UNIVERSIDADE DO ESTADO DO PARÁ,PÚBLICA,43,MÚSICA,150300701402,BELEM,44.0,46.0,1.965303659439087,2.126377582550049,3,2009
354,38,UNIVERSIDADE DO ESTADO DO PARÁ,PÚBLICA,67,SECRETARIADO EXECUTIVO,150300701402,BELEM,16.0,22.0,3.8274288177490234,2.542015552520752,3,2009
356,40,UNIVERSIDADE DO ESTADO DA BAHIA,PÚBLICA,1,ADMINISTRAÇÃO,290401630501,SERRINHA,38.0,33.0,3.6480648517608643,2.882875680923462,3,2009
357,40,UNIVERSIDADE DO ESTADO DA BAHIA,PÚBLICA,1,ADMINISTRAÇÃO,290502028703,SANTO ANTONIO DE JESUS,75.0,67.0,3.240476369857788,2.6052443981170654,3,2009
359,40,UNIVERSIDADE DO ESTADO DA BAHIA,PÚBLICA,1,ADMINISTRAÇÃO,290602611709,GUANAMBI,40.0,64.0,3.272348642349243,2.4087822437286377,3,2009
360,40,UNIVERSIDADE DO ESTADO DA BAHIA,PÚBLICA,2,DIREITO,290200418407,JUAZEIRO,23.0,42.0,3.452394962310791,2.81069278717041,3,2009
361,40,UNIVERSIDADE DO ESTADO DA BAHIA,PÚBLICA,2,DIREITO,290200524009,PAULO AFONSO,41.0,17.0,4.022219657897949,2.7746407985687256,3,2009
